ROTATIONSHAPE

0,0,0;100,100,0 100,100,0;99,100,-13 99,100,-13;0,0,0 0,0,0;0,0,0 
0,0,0;99,100,-13 99,100,-13;97,100,-25 97,100,-25;0,0,0 0,0,0;0,0,0 
0,0,0;97,100,-25 97,100,-25;93,100,-37 93,100,-37;0,0,0 0,0,0;0,0,0 
0,0,0;93,100,-37 93,100,-37;88,100,-48 88,100,-48;0,0,0 0,0,0;0,0,0 
0,0,0;88,100,-48 88,100,-48;81,100,-59 81,100,-59;0,0,0 0,0,0;0,0,0 
0,0,0;81,100,-59 81,100,-59;73,100,-68 73,100,-68;0,0,0 0,0,0;0,0,0 
0,0,0;73,100,-68 73,100,-68;64,100,-77 64,100,-77;0,0,0 0,0,0;0,0,0 
0,0,0;64,100,-77 64,100,-77;54,100,-84 54,100,-84;0,0,0 0,0,0;0,0,0 
0,0,0;54,100,-84 54,100,-84;43,100,-90 43,100,-90;0,0,0 0,0,0;0,0,0 
0,0,0;43,100,-90 43,100,-90;31,100,-95 31,100,-95;0,0,0 0,0,0;0,0,0 
0,0,0;31,100,-95 31,100,-95;19,100,-98 19,100,-98;0,0,0 0,0,0;0,0,0 
0,0,0;19,100,-98 19,100,-98;6,100,-100 6,100,-100;0,0,0 0,0,0;0,0,0 
0,0,0;6,100,-100 6,100,-100;-6,100,-100 -6,100,-100;0,0,0 0,0,0;0,0,0 
0,0,0;-6,100,-100 -6,100,-100;-19,100,-98 -19,100,-98;0,0,0 0,0,0;0,0,0 
0,0,0;-19,100,-98 -19,100,-98;-31,100,-95 -31,100,-95;0,0,0 0,0,0;0,0,0 
0,0,0;-31,100,-95 -31,100,-95;-43,100,-90 -43,100,-90;0,0,0 0,0,0;0,0,0 
0,0,0;-43,100,-90 -43,100,-90;-54,100,-84 -54,100,-84;0,0,0 0,0,0;0,0,0 
0,0,0;-54,100,-84 -54,100,-84;-64,100,-77 -64,100,-77;0,0,0 0,0,0;0,0,0 
0,0,0;-64,100,-77 -64,100,-77;-73,100,-68 -73,100,-68;0,0,0 0,0,0;0,0,0 
0,0,0;-73,100,-68 -73,100,-68;-81,100,-59 -81,100,-59;0,0,0 0,0,0;0,0,0 
0,0,0;-81,100,-59 -81,100,-59;-88,100,-48 -88,100,-48;0,0,0 0,0,0;0,0,0 
0,0,0;-88,100,-48 -88,100,-48;-93,100,-37 -93,100,-37;0,0,0 0,0,0;0,0,0 
0,0,0;-93,100,-37 -93,100,-37;-97,100,-25 -97,100,-25;0,0,0 0,0,0;0,0,0 
0,0,0;-97,100,-25 -97,100,-25;-99,100,-13 -99,100,-13;0,0,0 0,0,0;0,0,0 
0,0,0;-99,100,-13 -99,100,-13;-100,100,0 -100,100,0;0,0,0 0,0,0;0,0,0 
0,0,0;-100,100,0 -100,100,0;-99,100,13 -99,100,13;0,0,0 0,0,0;0,0,0 
0,0,0;-99,100,13 -99,100,13;-97,100,25 -97,100,25;0,0,0 0,0,0;0,0,0 
0,0,0;-97,100,25 -97,100,25;-93,100,37 -93,100,37;0,0,0 0,0,0;0,0,0 
0,0,0;-93,100,37 -93,100,37;-88,100,48 -88,100,48;0,0,0 0,0,0;0,0,0 
0,0,0;-88,100,48 -88,100,48;-81,100,59 -81,100,59;0,0,0 0,0,0;0,0,0 
0,0,0;-81,100,59 -81,100,59;-73,100,68 -73,100,68;0,0,0 0,0,0;0,0,0 
0,0,0;-73,100,68 -73,100,68;-64,100,77 -64,100,77;0,0,0 0,0,0;0,0,0 
0,0,0;-64,100,77 -64,100,77;-54,100,84 -54,100,84;0,0,0 0,0,0;0,0,0 
0,0,0;-54,100,84 -54,100,84;-43,100,90 -43,100,90;0,0,0 0,0,0;0,0,0 
0,0,0;-43,100,90 -43,100,90;-31,100,95 -31,100,95;0,0,0 0,0,0;0,0,0 
0,0,0;-31,100,95 -31,100,95;-19,100,98 -19,100,98;0,0,0 0,0,0;0,0,0 
0,0,0;-19,100,98 -19,100,98;-6,100,100 -6,100,100;0,0,0 0,0,0;0,0,0 
0,0,0;-6,100,100 -6,100,100;6,100,100 6,100,100;0,0,0 0,0,0;0,0,0 
0,0,0;6,100,100 6,100,100;19,100,98 19,100,98;0,0,0 0,0,0;0,0,0 
0,0,0;19,100,98 19,100,98;31,100,95 31,100,95;0,0,0 0,0,0;0,0,0 
0,0,0;31,100,95 31,100,95;43,100,90 43,100,90;0,0,0 0,0,0;0,0,0 
0,0,0;43,100,90 43,100,90;54,100,84 54,100,84;0,0,0 0,0,0;0,0,0 
0,0,0;54,100,84 54,100,84;64,100,77 64,100,77;0,0,0 0,0,0;0,0,0 
0,0,0;64,100,77 64,100,77;73,100,68 73,100,68;0,0,0 0,0,0;0,0,0 
0,0,0;73,100,68 73,100,68;81,100,59 81,100,59;0,0,0 0,0,0;0,0,0 
0,0,0;81,100,59 81,100,59;88,100,48 88,100,48;0,0,0 0,0,0;0,0,0 
0,0,0;88,100,48 88,100,48;93,100,37 93,100,37;0,0,0 0,0,0;0,0,0 
0,0,0;93,100,37 93,100,37;97,100,25 97,100,25;0,0,0 0,0,0;0,0,0 
0,0,0;97,100,25 97,100,25;99,100,13 99,100,13;0,0,0 0,0,0;0,0,0 
0,0,0;99,100,13 99,100,13;100,100,0 100,100,0;0,0,0 0,0,0;0,0,0 
